Papeleria La Grandiosa
Reporte anual de ventas 2018

Fecha	Cuenta	Depto	Suma
24/12/2018	66050	130	-$41.27
24/12/2018	66070	130	-$0.93
24/12/2018	66080	130	-$2.84
24/12/2018	66090	130	-$6.05
24/12/2018	66100	130	-$6.22
24/12/2018	66110	130	-$0.59
24/12/2018	66120	130	-$2.17
24/12/2018	66130	130	-$88.40
24/12/2018	66510	140	-$6.63
24/12/2018	66520	140	-$4.81
24/12/2018	66530	140	-$14.16
24/12/2018	66550	140	-$59.39
24/12/2018	68050	170	$2.72
24/12/2018	68060	170	-$59.55
24/12/2018	71010	120	"$1,189.40"
24/12/2018	71020	120	$804.76
24/12/2018	71030	120	$132.46
24/12/2018	71050	120	$11.98
24/12/2018	71060	120	$11.35
24/12/2018	71070	120	-$24.89
24/12/2018	71080	120	$19.52
24/12/2018	71160	150	$48.78
24/12/2018	71170	150	$405.83
24/12/2018	71180	150	-$0.95
24/12/2018	71190	150	$2.60
24/12/2018	71200	150	$112.66
24/12/2018	71240	150	"$1,447.37"
24/12/2018	71299	150	-$47.59
24/12/2018	71310	150	"$3,653.22"
24/12/2018	71325	150	-$407.09
24/12/2018	71550	150	$219.47
24/12/2018	71560	140	-$151.17
24/12/2018	72010	110	"$2,983.01"
24/12/2018	72020	110	"$3,294.52"
24/12/2018	72050	140	$440.07
24/12/2018	72060	150	"$2,032.60"
24/12/2018	72070	150	"$3,354.56"
24/12/2018	72090	150	"$1,211.06"
24/12/2018	72110	160	"$3,266.02"
24/12/2018	72120	160	"$4,055.70"
24/12/2018	72130	160	"-$1,343.96"
24/12/2018	72140	160	"$1,644.85"
24/12/2018	72150	165	"$1,812.71"
24/12/2018	72160	170	"$2,883.44"
24/12/2018	72340	110	"$4,365.76"
24/12/2018	72340	150	"$3,243.52"
24/12/2018	72340	160	"$4,465.44"
24/12/2018	72340	165	$578.20
24/12/2018	72340	170	"$1,704.92"
24/12/2018	72999	150	-$223.77
24/12/2018	73010	110	$268.86
24/12/2018	73010	140	$9.91
24/12/2018	73010	150	$329.90
24/12/2018	73010	160	$315.94
24/12/2018	73010	165	$85.30
24/12/2018	73010	170	-$630.55
24/12/2018	73020	110	$140.14
24/12/2018	73020	140	$5.04
24/12/2018	73020	150	$198.02
24/12/2018	73020	160	$141.06
24/12/2018	73020	165	$46.34
24/12/2018	73020	170	$43.97
24/12/2018	73030	150	-$196.00
24/12/2018	73030	160	$22.40
24/12/2018	73030	170	$117.60
24/12/2018	73035	110	$70.24
24/12/2018	73035	150	$76.13
24/12/2018	73035	160	$102.45
24/12/2018	73035	165	$28.66
24/12/2018	73035	170	$26.28
24/12/2018	73040	110	$220.08
24/12/2018	73040	150	$229.08
24/12/2018	73040	160	$156.24
24/12/2018	73040	165	$45.36
24/12/2018	73040	170	$84.00
24/12/2018	73050	110	$11.04
24/12/2018	73050	140	$1.92
24/12/2018	73050	150	$79.02
24/12/2018	73050	160	$1.37
24/12/2018	73050	165	$21.78
24/12/2018	73050	170	$17.93
24/12/2018	73060	110	$60.48
24/12/2018	73060	150	$60.79
24/12/2018	73070	110	$613.06
24/12/2018	73070	150	$308.24
24/12/2018	73070	160	$212.06
24/12/2018	73070	165	$50.50
24/12/2018	73070	170	$50.50
24/12/2018	80990	110	"$1,743.16"
24/12/2018	81010	110	$84.00
24/12/2018	81030	160	$78.33
24/12/2018	81050	160	"$1,070.33"
24/12/2018	81060	160	"$2,172.88"
24/12/2018	81080	160	-$2.10
24/12/2018	81090	160	$57.76
24/12/2018	81100	160	-$60.43
24/12/2018	81110	160	$20.74
24/12/2018	81130	160	$102.78
24/12/2018	81140	160	-$285.60
24/12/2018	81150	160	$851.16
24/12/2018	81160	160	$109.31
24/12/2018	81170	160	$95.48
24/12/2018	81180	160	"$1,933.75"
24/12/2018	81190	160	$61.84
24/12/2018	81200	160	$170.97
24/12/2018	81210	160	-$114.60
24/12/2018	81220	160	$74.84
24/12/2018	81230	160	$43.36
24/12/2018	81240	160	$94.08
24/12/2018	81250	160	$86.68
24/12/2018	81270	160	$855.15
24/12/2018	81280	160	$108.19
24/12/2018	81330	160	$95.87
24/12/2018	81350	160	$13.20
24/12/2018	81900	165	$195.82
24/12/2018	82010	130	$393.01
24/12/2018	82050	150	$74.71
24/12/2018	82060	170	$906.24
24/12/2018	82070	150	$16.81
24/12/2018	83010	170	$26.58
24/12/2018	83020	130	$112.00
24/12/2018	83020	160	$465.79
24/12/2018	83020	170	$433.56
24/12/2018	83030	150	$225.81
24/12/2018	83050	170	$362.69
24/12/2018	83060	170	$90.62
24/12/2018	83070	170	$236.82
24/12/2018	84020	130	$279.72
24/12/2018	84020	170	$226.03
24/12/2018	85010	170	$263.91
24/12/2018	85510	170	$754.19
24/12/2018	86010	110	$250.45
24/12/2018	86010	150	$202.86
24/12/2018	86010	160	$65.99
24/12/2018	86010	165	$76.85
24/12/2018	86020	110	$33.75
24/12/2018	86020	120	$15.25
24/12/2018	86020	170	$19.42
24/12/2018	86030	110	$13.27
24/12/2018	86030	150	$141.34
24/12/2018	86040	110	$150.54
24/12/2018	86040	150	$98.32
24/12/2018	86050	110	$155.88
24/12/2018	86050	150	$102.42
24/12/2018	86050	160	$84.04
24/12/2018	86100	110	$72.47
24/12/2018	86100	150	$195.51
24/12/2018	86100	160	$29.09
24/12/2018	86100	170	$241.89
24/12/2018	86140	110	$99.90
24/12/2018	86150	110	$70.00
24/12/2018	86180	160	$37.33
24/12/2018	86200	150	$17.77
24/12/2018	86200	160	$37.19
24/12/2018	86270	150	$50.23
24/12/2018	86280	150	$451.70
24/12/2018	86290	150	$207.91
24/12/2018	86290	170	$48.57
24/12/2018	86310	150	$234.34
24/12/2018	86320	150	$56.50
24/12/2018	86330	150	$558.58
24/12/2018	86350	150	$112.50
24/12/2018	86360	150	$252.00
24/12/2018	86450	170	$58.39
27/12/2018	61510	150	-$65.39
27/12/2018	61520	150	-$304.80
27/12/2018	61530	150	-$31.99
27/12/2018	61540	150	-$2.21
27/12/2018	61550	150	-$139.00
27/12/2018	61560	150	-$3.40
27/12/2018	61570	150	-$129.06
27/12/2018	62010	150	-$439.69
27/12/2018	62020	150	-$874.00
27/12/2018	62099	150	$24.62
27/12/2018	62510	120	-$178.05
27/12/2018	62520	120	-$125.81
27/12/2018	62530	120	-$26.87
27/12/2018	62550	120	-$24.95
27/12/2018	62560	120	-$1.01
27/12/2018	63050	150	-$6.16
27/12/2018	64000	150	$175.90
27/12/2018	64010	150	$39.04
27/12/2018	64020	150	$2.11
27/12/2018	65540	110	-$254.94
27/12/2018	65550	110	-$17.06
27/12/2018	65570	110	-$3.45
27/12/2018	65590	110	-$3.74
27/12/2018	65600	110	-$30.20
27/12/2018	65610	110	-$71.20
27/12/2018	65690	110	-$71.39
27/12/2018	65700	110	-$64.12
27/12/2018	65710	110	"-$1,055.62"
27/12/2018	65730	110	-$1.72
27/12/2018	65740	110	-$862.01
27/12/2018	65750	110	"-$1,111.34"
27/12/2018	65760	110	-$12.83
27/12/2018	66010	130	-$0.80
27/12/2018	66020	130	-$74.00
27/12/2018	66030	130	-$1.28
27/12/2018	66040	130	-$7.11
27/12/2018	66050	130	-$60.16
27/12/2018	66070	130	-$1.94
27/12/2018	66080	130	-$2.54
27/12/2018	66090	130	-$4.99
27/12/2018	66100	130	-$9.07
27/12/2018	66110	130	-$0.86
27/12/2018	66120	130	-$3.16
27/12/2018	66130	130	-$128.87
27/12/2018	66510	140	-$12.87
27/12/2018	66520	140	-$7.66
27/12/2018	66530	140	-$19.98
27/12/2018	66550	140	-$42.80
27/12/2018	68050	170	$1.37
27/12/2018	68060	170	-$36.55
28/12/2018	61510	150	-$60.88
28/12/2018	61520	150	-$283.79
28/12/2018	61530	150	-$29.78
28/12/2018	61540	150	-$2.05
28/12/2018	61550	150	-$129.41
28/12/2018	61560	150	-$3.17
28/12/2018	61570	150	-$120.16
28/12/2018	62010	150	-$409.37
28/12/2018	62020	150	-$813.72
28/12/2018	62099	150	$22.93
28/12/2018	62510	120	-$165.77
28/12/2018	62520	120	-$117.13
28/12/2018	62530	120	-$25.02
28/12/2018	62550	120	-$23.23
28/12/2018	62560	120	-$0.94
28/12/2018	63050	150	-$5.74
28/12/2018	64000	150	$163.77
28/12/2018	64010	150	$36.35
28/12/2018	64020	150	$1.97
28/12/2018	65540	110	-$237.36
28/12/2018	65550	110	-$15.89
28/12/2018	65570	110	-$3.21
28/12/2018	65590	110	-$3.47
28/12/2018	65600	110	-$28.11
28/12/2018	65610	110	-$66.29
28/12/2018	65690	110	-$66.47
28/12/2018	65700	110	-$59.70
28/12/2018	65710	110	-$982.82
28/12/2018	65730	110	-$1.61
28/12/2018	65740	110	-$802.56
28/12/2018	65750	110	"-$1,034.69"
28/12/2018	65760	110	-$11.95
28/12/2018	66010	130	-$0.74
28/12/2018	66020	130	-$68.90
28/12/2018	66030	130	-$1.19
28/12/2018	66040	130	-$6.61
28/12/2018	66050	130	-$56.00
28/12/2018	66070	130	-$1.81
28/12/2018	66080	130	-$2.36
28/12/2018	66090	130	-$4.65
28/12/2018	66100	130	-$8.45
28/12/2018	66110	130	-$0.79
28/12/2018	66120	130	-$2.95
28/12/2018	66130	130	-$119.98
28/12/2018	66510	140	-$11.98
28/12/2018	66520	140	-$7.13
28/12/2018	66530	140	-$18.60
28/12/2018	66550	140	-$39.84
28/12/2018	68050	170	$1.28
28/12/2018	68060	170	-$34.03
29/12/2018	61510	150	-$60.88
29/12/2018	61520	150	-$283.79
29/12/2018	61530	150	-$29.78
29/12/2018	61540	150	-$2.05
29/12/2018	61550	150	-$129.41
29/12/2018	61560	150	-$3.17
29/12/2018	61570	150	-$120.16
29/12/2018	62010	150	-$409.37
29/12/2018	62020	150	-$813.72
29/12/2018	62099	150	$22.93
29/12/2018	62510	120	-$165.77
29/12/2018	62520	120	-$117.13
29/12/2018	62530	120	-$25.02
29/12/2018	62550	120	-$23.23
29/12/2018	62560	120	-$0.94
29/12/2018	63050	150	-$5.74
29/12/2018	64000	150	$163.77
29/12/2018	64010	150	$36.35
29/12/2018	64020	150	$1.97
29/12/2018	65540	110	-$237.36
29/12/2018	65550	110	-$15.89
29/12/2018	65570	110	-$3.21
29/12/2018	65590	110	-$3.47
29/12/2018	65600	110	-$28.11
29/12/2018	65610	110	-$66.29
29/12/2018	65690	110	-$66.47
29/12/2018	65700	110	-$59.70
29/12/2018	65710	110	-$982.82
29/12/2018	65730	110	-$1.61
29/12/2018	65740	110	-$802.56
29/12/2018	65750	110	"-$1,034.69"
29/12/2018	65760	110	-$11.95
29/12/2018	66010	130	-$0.74
29/12/2018	66020	130	-$68.90
29/12/2018	66030	130	-$1.19
29/12/2018	66040	130	-$6.61
29/12/2018	66050	130	-$56.00
29/12/2018	66070	130	-$1.81
29/12/2018	66080	130	-$2.36
29/12/2018	66090	130	-$4.65
29/12/2018	66100	130	-$8.45
29/12/2018	66110	130	-$0.79
29/12/2018	66120	130	-$2.95
29/12/2018	66130	130	-$119.98
29/12/2018	66510	140	-$11.98
29/12/2018	66520	140	-$7.13
29/12/2018	66530	140	-$18.60
29/12/2018	66550	140	-$39.84
29/12/2018	68050	170	$1.28
29/12/2018	68060	170	-$34.03
30/12/2018	61510	150	-$60.88
30/12/2018	61520	150	-$283.79
30/12/2018	61530	150	-$29.78
30/12/2018	61540	150	-$2.05
30/12/2018	61550	150	-$129.41
30/12/2018	61560	150	-$3.17
30/12/2018	61570	150	-$120.16
30/12/2018	62010	150	-$409.37
30/12/2018	62020	150	-$813.72
30/12/2018	62099	150	$22.93
30/12/2018	62510	120	-$165.77
30/12/2018	62520	120	-$117.13
30/12/2018	62530	120	-$25.02
30/12/2018	62550	120	-$23.23
30/12/2018	62560	120	-$0.94
30/12/2018	63050	150	-$5.74
30/12/2018	64000	150	$163.77
30/12/2018	64010	150	$36.35
30/12/2018	64020	150	$1.97
30/12/2018	65540	110	-$237.36
30/12/2018	65550	110	-$15.89
30/12/2018	65570	110	-$3.21
30/12/2018	65590	110	-$3.47
30/12/2018	65600	110	-$28.11
30/12/2018	65610	110	-$66.29
30/12/2018	65690	110	-$66.47
30/12/2018	65700	110	-$59.70
30/12/2018	65710	110	-$982.82
30/12/2018	65730	110	-$1.61
30/12/2018	65740	110	-$802.56
30/12/2018	65750	110	"-$1,034.69"
30/12/2018	65760	110	-$11.95
30/12/2018	66010	130	-$0.74
30/12/2018	66020	130	-$68.90
30/12/2018	66030	130	-$1.19
30/12/2018	66040	130	-$6.61
30/12/2018	66050	130	-$56.00
30/12/2018	66070	130	-$1.81
30/12/2018	66080	130	-$2.36
30/12/2018	66090	130	-$4.65
30/12/2018	66100	130	-$8.45
30/12/2018	66110	130	-$0.79
30/12/2018	66120	130	-$2.95
30/12/2018	66130	130	-$119.98
30/12/2018	66510	140	-$11.98
30/12/2018	66520	140	-$7.13
30/12/2018	66530	140	-$18.60
30/12/2018	66550	140	-$39.84
30/12/2018	68050	170	$1.28
30/12/2018	68060	170	-$34.03
31/12/2018	61510	150	-$60.88
31/12/2018	61520	150	-$283.79
31/12/2018	61530	150	-$29.78
31/12/2018	61540	150	-$2.05
31/12/2018	61550	150	-$129.41
31/12/2018	61560	150	-$3.17
31/12/2018	61570	150	-$120.16
31/12/2018	62010	150	-$409.37
31/12/2018	62020	150	-$813.72
31/12/2018	62099	150	$22.93
31/12/2018	62510	120	-$165.77
31/12/2018	62520	120	-$117.13
31/12/2018	62530	120	-$25.02
31/12/2018	62550	120	-$23.23
31/12/2018	62560	120	-$0.94
31/12/2018	63050	150	-$5.74
31/12/2018	64000	150	$163.77
31/12/2018	64010	150	$36.35
31/12/2018	64020	150	$1.97
31/12/2018	65540	110	-$237.36
31/12/2018	65550	110	-$15.89
31/12/2018	65570	110	-$3.21
31/12/2018	65590	110	-$3.47
31/12/2018	65600	110	-$28.11
31/12/2018	65610	110	-$66.29
31/12/2018	65690	110	-$66.47
31/12/2018	65700	110	-$59.70
31/12/2018	65710	110	-$982.82
31/12/2018	65730	110	-$1.61
31/12/2018	65740	110	-$802.56
31/12/2018	65750	110	"-$1,034.69"
31/12/2018	65760	110	-$11.95
31/12/2018	66010	130	-$0.74
31/12/2018	66020	130	-$68.90
31/12/2018	66030	130	-$1.19
31/12/2018	66040	130	-$6.61
31/12/2018	66050	130	-$56.00
31/12/2018	66070	130	-$1.81
31/12/2018	66080	130	-$2.36
31/12/2018	66090	130	-$4.65
31/12/2018	66100	130	-$8.45
31/12/2018	66110	130	-$0.79
31/12/2018	66120	130	-$2.95
31/12/2018	66130	130	-$119.98
31/12/2018	66510	140	-$11.98
31/12/2018	66520	140	-$7.13
31/12/2018	66530	140	-$18.60
31/12/2018	66550	140	-$39.84
31/12/2018	68050	170	$1.28
31/12/2018	68060	170	-$34.03
31/12/2018	71010	120	$940.31
31/12/2018	71020	120	$713.92
31/12/2018	71030	120	$125.54
31/12/2018	71050	120	-$26.43
31/12/2018	71060	120	$7.82
31/12/2018	71070	120	-$26.98
31/12/2018	71080	120	$11.15
31/12/2018	71160	150	$35.41
31/12/2018	71170	150	$674.52
31/12/2018	71180	150	$23.81
31/12/2018	71190	150	$4.39
31/12/2018	71200	150	$104.98
31/12/2018	71240	150	$989.87
31/12/2018	71299	150	-$35.81
31/12/2018	71310	150	"$3,507.03"
31/12/2018	71325	150	-$444.89
31/12/2018	71550	150	$314.32
31/12/2018	71560	140	-$39.33
31/12/2018	72010	110	"$4,048.04"
31/12/2018	72020	110	"$3,719.34"
31/12/2018	72040	130	$298.73
31/12/2018	72050	140	$385.09
31/12/2018	72060	150	"$2,070.01"
31/12/2018	72070	150	"$3,560.91"
31/12/2018	72090	150	"$1,800.07"
31/12/2018	72110	160	"$4,380.68"
31/12/2018	72120	160	"$4,645.58"
31/12/2018	72130	160	-$767.98
31/12/2018	72140	160	"$1,805.31"
31/12/2018	72150	165	"$2,346.77"
31/12/2018	72160	170	"$3,161.93"
31/12/2018	72340	110	"$2,494.72"
31/12/2018	72340	150	"$1,853.44"
31/12/2018	72340	160	"$2,551.68"
31/12/2018	72340	165	$330.40
31/12/2018	72340	170	$974.24
31/12/2018	72999	150	-$247.27
31/12/2018	73010	110	$355.61
31/12/2018	73010	130	$14.74
31/12/2018	73010	140	$10.54
31/12/2018	73010	150	$331.89
31/12/2018	73010	160	$425.71
31/12/2018	73010	165	$124.49
31/12/2018	73010	170	-$163.59
31/12/2018	73020	110	$183.57
31/12/2018	73020	130	$7.26
31/12/2018	73020	140	$5.27
31/12/2018	73020	150	$194.88
31/12/2018	73020	160	$207.10
31/12/2018	73020	165	$66.49
31/12/2018	73020	170	$59.62
31/12/2018	73030	110	$264.00
31/12/2018	73030	150	$233.40
31/12/2018	73030	160	$235.00
31/12/2018	73030	165	$81.40
31/12/2018	73030	170	$189.30
31/12/2018	73035	110	$179.97
31/12/2018	73035	150	$145.28
31/12/2018	73035	160	$230.91
31/12/2018	73035	165	$72.69
31/12/2018	73035	170	$64.59
31/12/2018	73040	110	$308.58
31/12/2018	73040	150	$286.00
31/12/2018	73040	160	$219.30
31/12/2018	73040	165	$63.54
31/12/2018	73040	170	$98.82
31/12/2018	73050	110	$27.26
31/12/2018	73050	130	$2.86
31/12/2018	73050	140	$2.05
31/12/2018	73050	150	$75.10
31/12/2018	73050	160	$38.49
31/12/2018	73050	165	$24.14
31/12/2018	73050	170	$28.34
31/12/2018	73060	110	$34.56
31/12/2018	73060	150	$34.73
31/12/2018	73070	110	$350.32
31/12/2018	73070	150	$176.14
31/12/2018	73070	160	$121.18
31/12/2018	73070	165	$28.86
31/12/2018	73070	170	$28.86
31/12/2018	80990	110	"$2,694.12"
31/12/2018	81010	110	$161.85
31/12/2018	81030	160	$44.76
31/12/2018	81050	160	$611.62
31/12/2018	81060	160	"$1,182.24"
31/12/2018	81080	160	-$1.20
31/12/2018	81090	160	$254.92
31/12/2018	81100	160	$95.77
31/12/2018	81110	160	$11.85
31/12/2018	81130	160	$58.73
31/12/2018	81140	160	-$5.87
31/12/2018	81150	160	$508.04
31/12/2018	81160	160	$62.46
31/12/2018	81170	160	$71.98
31/12/2018	81180	160	"$2,645.40"
31/12/2018	81190	160	$63.32
31/12/2018	81200	160	$134.48
31/12/2018	81210	160	-$17.95
31/12/2018	81220	160	$148.94
31/12/2018	81230	160	$31.01
31/12/2018	81240	160	$53.76
31/12/2018	81250	160	$49.53
31/12/2018	81270	160	$628.31
31/12/2018	81280	160	$402.50
31/12/2018	81330	160	$233.72
31/12/2018	81350	160	$17.90
31/12/2018	81900	165	$210.54
31/12/2018	82010	130	$533.37
31/12/2018	82050	150	$46.98
31/12/2018	82060	170	$644.67
31/12/2018	82070	150	$9.60
31/12/2018	83010	160	$18.95
31/12/2018	83010	170	-$74.93
31/12/2018	83020	130	$152.00
31/12/2018	83020	160	$562.56
31/12/2018	83020	170	$223.47
31/12/2018	83030	150	$300.17
31/12/2018	83050	170	$487.48
31/12/2018	83060	170	$122.98
31/12/2018	83070	170	$345.53
31/12/2018	84020	130	$379.62
31/12/2018	84020	170	$308.75
31/12/2018	85010	170	$265.55
31/12/2018	85510	170	"$1,053.18"
31/12/2018	86010	110	$276.34
31/12/2018	86010	130	$7.26
31/12/2018	86010	150	$235.34
31/12/2018	86010	160	$95.41
31/12/2018	86010	165	$71.30
31/12/2018	86020	110	$19.29
31/12/2018	86020	120	$8.72
31/12/2018	86020	170	$11.09
31/12/2018	86030	110	-$1.51
31/12/2018	86030	150	$85.39
31/12/2018	86040	110	$113.77
31/12/2018	86040	150	$170.57
31/12/2018	86050	110	$237.01
31/12/2018	86050	150	$119.98
31/12/2018	86050	160	$122.46
31/12/2018	86100	110	$163.71
31/12/2018	86100	120	$7.55
31/12/2018	86100	150	$288.45
31/12/2018	86100	160	$24.23
31/12/2018	86100	170	$244.43
31/12/2018	86140	110	$57.08
31/12/2018	86150	110	$76.02
31/12/2018	86180	140	$60.57
31/12/2018	86180	160	$39.70
31/12/2018	86200	150	$10.16
31/12/2018	86200	160	$59.62
31/12/2018	86270	150	$43.56
31/12/2018	86280	150	$258.12
31/12/2018	86290	150	$201.62
31/12/2018	86290	170	$37.85
31/12/2018	86310	150	$157.14
31/12/2018	86320	150	$32.29
31/12/2018	86330	150	$740.52
31/12/2018	86350	150	$92.90
31/12/2018	86360	150	$374.54
31/12/2018	86450	170	$83.93
Total 			"$169,389.86"
